〔市町村別内訳〕第11表　課税標準額段階別令和６年度分所得割額等に関する調（合計）（所得割納税義務者数・課税対象所得・課税標準額・所得割額）,,,,,,,,,,,,,,,
年度,団体コード,都道府県名,団体名,表側,所得割の納税義務者数,総所得金額等,分離長期譲渡所得金額に係る所得金額,分離短期譲渡所得金額に係る所得金額,一般株式等に係る譲渡所得金額,上場株式等に係る譲渡所得金額,上場株式等に係る配当所得金額,先物取引に係る雑所得金額,課税対象所得,課税標準額,所得割額（税額控除・減免後）
,,,,,,（ア）,（イ）,（ウ）,（エ）,（オ）,（カ）,（キ）,（ア～キの計）,,
,,,,,人,千円,千円,千円,千円,千円,千円,千円,千円,千円,千円
2024,204099,長野県,平谷村,市町村民税,159 ,"437,724 ",0 ,0 ,0 ,0 ,0 ,0 ,"437,724 ","244,837 ","12,482 "
2024,204099,長野県,平谷村,道府県民税,159 ,"437,724 ",0 ,0 ,0 ,0 ,0 ,0 ,"437,724 ","244,837 ","8,319 "
2024,204102,長野県,根羽村,市町村民税,309 ,"868,252 ",0 ,0 ,0 ,0 ,0 ,0 ,"868,252 ","491,282 ","25,105 "
2024,204102,長野県,根羽村,道府県民税,309 ,"868,252 ",0 ,0 ,0 ,0 ,0 ,0 ,"868,252 ","491,282 ","16,732 "
2024,204111,長野県,下條村,市町村民税,"1,424 ","4,113,766 ","16,562 ",0 ,"32,571 ","8,491 ",109 ,89 ,"4,171,588 ","2,366,183 ","117,941 "
2024,204111,長野県,下條村,道府県民税,"1,422 ","4,112,135 ","16,562 ",0 ,"32,571 ","8,491 ",109 ,89 ,"4,169,957 ","2,365,929 ","78,602 "
2024,204129,長野県,売木村,市町村民税,154 ,"403,547 ","3,614 ",0 ,0 ,47 ,0 ,0 ,"407,208 ","229,143 ","11,570 "
2024,204129,長野県,売木村,道府県民税,154 ,"403,547 ","3,614 ",0 ,0 ,47 ,0 ,0 ,"407,208 ","229,143 ","7,711 "
2024,204137,長野県,天龍村,市町村民税,395 ,"1,057,463 ","5,944 ",0 ,0 ,828 ,0 ,0 ,"1,064,235 ","604,396 ","30,876 "
2024,204137,長野県,天龍村,道府県民税,395 ,"1,057,463 ","5,944 ",0 ,0 ,828 ,0 ,0 ,"1,064,235 ","604,396 ","20,573 "
2024,204145,長野県,泰阜村,市町村民税,563 ,"1,563,888 ",190 ,0 ,0 ,0 ,0 ,0 ,"1,564,078 ","883,050 ","45,354 "
2024,204145,長野県,泰阜村,道府県民税,563 ,"1,563,888 ",190 ,0 ,0 ,0 ,0 ,0 ,"1,564,078 ","883,050 ","30,227 "
2024,204153,長野県,喬木村,市町村民税,"2,500 ","7,370,168 ","100,916 ",0 ,"3,578 ","4,392 ","3,574 ",0 ,"7,482,628 ","4,367,634 ","219,093 "
2024,204153,長野県,喬木村,道府県民税,"2,500 ","7,370,168 ","100,916 ",0 ,"3,578 ","4,392 ","3,574 ",0 ,"7,482,628 ","4,367,634 ","146,014 "
2024,204161,長野県,豊丘村,市町村民税,"2,831 ","8,328,624 ","47,507 ",0 ,0 ,"4,920 ",277 ,"2,327 ","8,383,655 ","4,878,914 ","243,392 "
2024,204161,長野県,豊丘村,道府県民税,"2,828 ","8,326,086 ","47,507 ",0 ,0 ,"4,920 ",277 ,"2,327 ","8,381,117 ","4,878,408 ","162,212 "
2024,204170,長野県,大鹿村,市町村民税,289 ,"835,301 ",0 ,0 ,"24,354 ",149 ,9 ,0 ,"859,813 ","505,901 ","25,650 "
2024,204170,長野県,大鹿村,道府県民税,289 ,"835,301 ",0 ,0 ,"24,354 ",149 ,9 ,0 ,"859,813 ","505,901 ","17,093 "
2024,204226,長野県,上松町,市町村民税,"1,711 ","5,144,232 ","16,587 ",0 ,"32,604 ","3,236 ","1,882 ",0 ,"5,198,541 ","3,106,064 ","161,839 "
2024,204226,長野県,上松町,道府県民税,"1,709 ","5,142,961 ","16,587 ",0 ,"32,604 ","3,236 ","1,882 ",0 ,"5,197,270 ","3,105,810 ","107,863 "
2024,204234,長野県,南木曽町,市町村民税,"1,491 ","4,401,741 ","10,496 ",0 ,0 ,"3,920 ",64 ,0 ,"4,416,221 ","2,509,221 ","127,668 "
2024,204234,長野県,南木曽町,道府県民税,"1,491 ","4,401,741 ","10,496 ",0 ,0 ,"3,920 ",64 ,0 ,"4,416,221 ","2,509,221 ","85,083 "
2024,204251,長野県,木祖村,市町村民税,"1,063 ","3,070,371 ","25,828 ","1,746 ",0 ,0 ,0 ,0 ,"3,097,945 ","1,798,138 ","92,376 "
2024,204251,長野県,木祖村,道府県民税,"1,063 ","3,070,371 ","25,828 ","1,746 ",0 ,0 ,0 ,0 ,"3,097,945 ","1,798,138 ","61,566 "
2024,204293,長野県,王滝村,市町村民税,299 ,"839,381 ","1,140 ",0 ,0 ,"2,305 ",958 ,0 ,"843,784 ","493,337 ","25,757 "
2024,204293,長野県,王滝村,道府県民税,299 ,"839,381 ","1,140 ",0 ,0 ,"2,305 ",958 ,0 ,"843,784 ","493,337 ","17,164 "
2024,204307,長野県,大桑村,市町村民税,"1,497 ","4,412,625 ","24,438 ",0 ,"9,114 ","9,306 ",81 ,0 ,"4,455,564 ","2,642,185 ","136,893 "
2024,204307,長野県,大桑村,道府県民税,"1,496 ","4,411,884 ","24,438 ",0 ,"9,114 ","9,245 ",30 ,0 ,"4,454,711 ","2,641,946 ","91,238 "
2024,204323,長野県,木曽町,市町村民税,"4,528 ","13,166,397 ","130,892 ",0 ,"7,138 ","13,867 ","4,260 ","3,294 ","13,325,848 ","7,977,740 ","411,082 "
2024,204323,長野県,木曽町,道府県民税,"4,526 ","13,164,936 ","130,892 ",0 ,"7,138 ","13,867 ","4,260 ","3,294 ","13,324,387 ","7,977,486 ","273,973 "
2024,204463,長野県,麻績村,市町村民税,937 ,"2,638,784 ","23,283 ",0 ,0 ,32 ,0 ,0 ,"2,662,099 ","1,518,937 ","77,714 "
2024,204463,長野県,麻績村,道府県民税,937 ,"2,638,784 ","23,283 ",0 ,0 ,32 ,0 ,0 ,"2,662,099 ","1,518,937 ","51,791 "
2024,204480,長野県,生坂村,市町村民税,588 ,"1,677,439 ","20,553 ",0 ,0 ,27 ,9 ,0 ,"1,698,028 ","980,838 ","50,184 "
2024,204480,長野県,生坂村,道府県民税,588 ,"1,677,439 ","20,553 ",0 ,0 ,27 ,9 ,0 ,"1,698,028 ","980,838 ","33,445 "
2024,204501,長野県,山形村,市町村民税,"3,810 ","12,251,985 ","80,226 ",0 ,213 ,"36,788 ","43,302 ",718 ,"12,413,232 ","7,652,838 ","386,802 "
2024,204501,長野県,山形村,道府県民税,"3,807 ","12,247,480 ","80,226 ",0 ,213 ,"36,788 ","43,302 ",718 ,"12,408,727 ","7,651,072 ","257,712 "
2024,204510,長野県,朝日村,市町村民税,"1,934 ","5,671,611 ",689 ,416 ,"17,889 ","3,310 ",40 ,0 ,"5,693,955 ","3,361,588 ","168,779 "
2024,204510,長野県,朝日村,道府県民税,"1,933 ","5,670,865 ",689 ,416 ,"17,889 ","3,310 ",40 ,0 ,"5,693,209 ","3,361,461 ","112,483 "
2024,204528,長野県,筑北村,市町村民税,"1,507 ","4,287,597 ","234,792 ",0 ,"1,150 ","2,692 ","2,873 ",0 ,"4,529,104 ","2,732,809 ","135,463 "
2024,204528,長野県,筑北村,道府県民税,"1,506 ","4,286,895 ","234,792 ",0 ,"1,150 ","2,692 ","2,873 ",0 ,"4,528,402 ","2,732,682 ","90,277 "
2024,204811,長野県,池田町,市町村民税,"3,833 ","11,570,076 ","286,213 ","10,497 ","126,995 ","57,819 ","2,089 ","11,322 ","12,065,011 ","7,377,201 ","368,041 "
2024,204811,長野県,池田町,道府県民税,"3,832 ","11,569,407 ","286,213 ","10,497 ","126,995 ","57,819 ","2,089 ","11,322 ","12,064,342 ","7,377,074 ","245,262 "
2024,204820,長野県,松川村,市町村民税,"4,268 ","12,974,537 ","198,643 ","5,285 ","477,972 ","23,323 ","2,455 ",179 ,"13,682,394 ","8,387,964 ","412,158 "
2024,204820,長野県,松川村,道府県民税,"4,265 ","12,971,211 ","198,643 ","5,285 ","477,972 ","22,304 ","2,455 ",179 ,"13,678,049 ","8,386,325 ","274,692 "
2024,204854,長野県,白馬村,市町村民税,"3,405 ","10,130,768 ","1,497,544 ","99,332 ",0 ,"128,618 ","9,465 ","24,670 ","11,890,397 ","7,987,750 ","370,094 "
2024,204854,長野県,白馬村,道府県民税,"3,404 ","10,128,163 ","1,497,544 ","99,332 ",0 ,"128,618 ","9,465 ","24,670 ","11,887,792 ","7,987,283 ","246,640 "
2024,204862,長野県,小谷村,市町村民税,977 ,"2,832,149 ","82,691 ","12,231 ",0 ,"4,490 ",597 ,"3,202 ","2,935,360 ","1,767,921 ","90,390 "
2024,204862,長野県,小谷村,道府県民税,976 ,"2,831,421 ","82,691 ","12,231 ",0 ,"4,490 ",597 ,"3,202 ","2,934,632 ","1,767,794 ","60,237 "
2024,205214,長野県,坂城町,市町村民税,"6,304 ","21,338,717 ","171,477 ","1,651 ","5,301,826 ","35,058 ","5,927 ","4,824 ","26,859,480 ","18,991,876 ","866,970 "
2024,205214,長野県,坂城町,道府県民税,"6,302 ","21,336,822 ","171,477 ","1,651 ","5,301,826 ","35,058 ","5,927 ","4,824 ","26,857,585 ","18,991,472 ","577,299 "
2024,205419,長野県,小布施町,市町村民税,"4,790 ","15,887,826 ","95,459 ",0 ,358 ,"30,950 ","7,888 ","3,170 ","16,025,651 ","10,099,360 ","514,742 "
2024,205419,長野県,小布施町,道府県民税,"4,788 ","15,885,895 ","95,459 ",0 ,358 ,"30,950 ","7,888 ","3,170 ","16,023,720 ","10,098,956 ","343,064 "
2024,205435,長野県,高山村,市町村民税,"2,906 ","9,096,226 ","62,315 ",0 ,0 ,"14,231 ","4,769 ",0 ,"9,177,541 ","5,635,170 ","288,799 "
2024,205435,長野県,高山村,道府県民税,"2,905 ","9,095,638 ","62,315 ",0 ,0 ,"14,231 ","4,769 ",0 ,"9,176,953 ","5,635,043 ","192,408 "
2024,205613,長野県,山ノ内町,市町村民税,"4,665 ","13,140,566 ","123,675 ","5,362 ","14,931 ","11,605 ",985 ,932 ,"13,298,056 ","7,972,251 ","411,316 "
2024,205613,長野県,山ノ内町,道府県民税,"4,664 ","13,139,896 ","123,675 ","5,362 ","14,931 ","11,605 ",985 ,932 ,"13,297,386 ","7,972,124 ","274,134 "
2024,205621,長野県,木島平村,市町村民税,"1,700 ","4,890,706 ","48,015 ","2,050 ",0 ,103 ,89 ,284 ,"4,941,247 ","2,862,827 ","145,529 "
2024,205621,長野県,木島平村,道府県民税,"1,699 ","4,889,945 ","48,015 ","2,050 ",0 ,103 ,89 ,284 ,"4,940,486 ","2,862,700 ","96,987 "
2024,205630,長野県,野沢温泉村,市町村民税,"1,208 ","3,447,523 ","126,438 ",0 ,0 ,456 ,"2,166 ",228 ,"3,576,811 ","2,130,320 ","105,256 "
2024,205630,長野県,野沢温泉村,道府県民税,"1,207 ","3,446,278 ","126,438 ",0 ,0 ,456 ,"2,166 ",228 ,"3,575,566 ","2,130,192 ","70,150 "
2024,205834,長野県,信濃町,市町村民税,"3,044 ","8,910,603 ","196,038 ",0 ,0 ,"16,199 ","4,139 ","64,728 ","9,191,707 ","5,532,845 ","280,470 "
2024,205834,長野県,信濃町,道府県民税,"3,037 ","8,904,809 ","196,038 ",0 ,0 ,"16,199 ","4,139 ","64,728 ","9,185,913 ","5,531,901 ","186,896 "
2024,205885,長野県,小川村,市町村民税,870 ,"2,336,461 ","66,195 ","6,890 ",0 ,"13,816 ","1,404 ",0 ,"2,424,766 ","1,407,125 ","69,975 "
2024,205885,長野県,小川村,道府県民税,868 ,"2,335,080 ","66,195 ","6,890 ",0 ,"13,816 ","1,404 ",0 ,"2,423,385 ","1,406,871 ","46,630 "
2024,205907,長野県,飯綱町,市町村民税,"4,292 ","12,694,821 ","50,660 ",0 ,"38,471 ","647,991 ","5,336 ","5,486 ","13,442,765 ","8,193,594 ","403,113 "
2024,205907,長野県,飯綱町,道府県民税,"4,292 ","12,694,821 ","50,660 ",0 ,"38,471 ","647,991 ","5,336 ","5,486 ","13,442,765 ","8,193,594 ","268,615 "
2024,206024,長野県,栄村,市町村民税,489 ,"1,341,679 ","43,087 ",0 ,0 ,505 ,452 ,0 ,"1,385,723 ","759,833 ","37,442 "
2024,206024,長野県,栄村,道府県民税,489 ,"1,341,679 ","43,087 ",0 ,0 ,505 ,452 ,0 ,"1,385,723 ","759,833 ","24,952 "
2024,212016,岐阜県,岐阜市,市町村民税,"181,141 ","681,024,274 ","16,298,313 ","161,527 ","6,568,958 ","2,888,049 ","835,680 ","1,063,750 ","708,840,551 ","472,771,378 ","23,310,687 "
2024,212016,岐阜県,岐阜市,道府県民税,"181,074 ","680,951,215 ","16,298,313 ","161,527 ","6,568,958 ","2,888,049 ","835,680 ","1,063,750 ","708,767,492 ","472,754,672 ","15,530,500 "
2024,212024,岐阜県,大垣市,市町村民税,"72,606 ","257,940,509 ","4,379,988 ","26,090 ","4,002,376 ","4,776,240 ","426,159 ","230,454 ","271,781,816 ","178,980,649 ","8,710,014 "
2024,212024,岐阜県,大垣市,道府県民税,"72,586 ","257,922,295 ","4,379,988 ","26,090 ","4,002,376 ","4,776,240 ","426,159 ","230,454 ","271,763,602 ","178,976,472 ","5,803,920 "
2024,212032,岐阜県,高山市,市町村民税,"38,786 ","121,341,642 ","1,535,753 ","40,751 ","532,689 ","181,725 ","52,350 ","59,956 ","123,744,866 ","76,610,700 ","3,868,389 "
2024,212032,岐阜県,高山市,道府県民税,"38,765 ","121,319,708 ","1,535,753 ","40,751 ","532,689 ","181,725 ","52,350 ","59,956 ","123,722,932 ","76,606,773 ","2,577,978 "
2024,212041,岐阜県,多治見市,市町村民税,"48,735 ","170,422,986 ","1,915,837 ","72,412 ","795,172 ","596,562 ","87,690 ","101,033 ","173,991,692 ","111,215,981 ","5,571,423 "
2024,212041,岐阜県,多治見市,道府県民税,"48,709 ","170,398,063 ","1,915,837 ","72,412 ","795,172 ","596,562 ","87,464 ","101,033 ","173,966,543 ","111,211,384 ","3,712,734 "
2024,212059,岐阜県,関市,市町村民税,"37,824 ","125,130,980 ","1,454,463 ","4,364 ","55,546 ","315,211 ","53,651 ","54,226 ","127,068,441 ","78,878,891 ","3,932,207 "
2024,212059,岐阜県,関市,道府県民税,"37,802 ","125,107,244 ","1,454,463 ","4,364 ","55,546 ","315,211 ","53,651 ","54,226 ","127,044,705 ","78,873,740 ","2,620,535 "
2024,212067,岐阜県,中津川市,市町村民税,"34,183 ","108,812,065 ","1,379,158 ","16,377 ","831,380 ","154,087 ","21,346 ","34,789 ","111,249,202 ","68,919,993 ","3,465,051 "
2024,212067,岐阜県,中津川市,道府県民税,"34,174 ","108,801,828 ","1,379,158 ","16,377 ","831,380 ","154,087 ","21,346 ","34,789 ","111,238,965 ","68,917,941 ","2,309,335 "
2024,212075,岐阜県,美濃市,市町村民税,"8,384 ","26,810,350 ","265,755 ","3,356 ","220,996 ","61,875 ","18,505 ","15,341 ","27,396,178 ","16,799,645 ","840,421 "
2024,212075,岐阜県,美濃市,道府県民税,"8,379 ","26,805,797 ","265,755 ","3,356 ","220,996 ","61,875 ","18,505 ","15,341 ","27,391,625 ","16,798,855 ","560,077 "
2024,212083,岐阜県,瑞浪市,市町村民税,"16,512 ","52,384,149 ","678,499 ",596 ,"148,643 ","86,612 ","24,062 ","50,643 ","53,373,204 ","32,781,062 ","1,637,537 "
2024,212083,岐阜県,瑞浪市,道府県民税,"16,506 ","52,377,482 ","678,499 ",596 ,"148,643 ","86,612 ","24,062 ","50,643 ","53,366,537 ","32,779,906 ","1,091,173 "
2024,212091,岐阜県,羽島市,市町村民税,"29,675 ","102,722,379 ","2,230,932 ","6,281 ","1,398,884 ","380,896 ","74,977 ","33,119 ","106,847,468 ","68,615,878 ","3,375,071 "
2024,212091,岐阜県,羽島市,道府県民税,"29,662 ","102,705,129 ","2,230,932 ","6,281 ","1,398,884 ","380,896 ","74,977 ","33,119 ","106,830,218 ","68,610,610 ","2,249,363 "
2024,212105,岐阜県,恵那市,市町村民税,"20,644 ","64,996,211 ","787,913 ","5,049 ","50,271 ","157,091 ","15,583 ","24,995 ","66,037,113 ","40,275,757 ","2,035,356 "
2024,212105,岐阜県,恵那市,道府県民税,"20,628 ","64,978,983 ","787,913 ","5,049 ","50,271 ","157,091 ","15,583 ","24,995 ","66,019,885 ","40,272,595 ","1,356,415 "
2024,212113,岐阜県,美濃加茂市,市町村民税,"27,034 ","88,842,183 ","1,502,756 ","7,857 ","122,547 ","166,297 ","17,433 ","28,726 ","90,687,799 ","56,588,104 ","2,790,491 "
2024,212113,岐阜県,美濃加茂市,道府県民税,"27,024 ","88,824,694 ","1,502,756 ","7,857 ","122,547 ","166,297 ","17,433 ","28,726 ","90,670,310 ","56,582,329 ","1,859,772 "
2024,212121,岐阜県,土岐市,市町村民税,"24,990 ","79,956,289 ","784,830 ","8,733 ","129,270 ","138,529 ","17,579 ","20,296 ","81,055,526 ","50,079,460 ","2,508,520 "
2024,212121,岐阜県,土岐市,道府県民税,"24,976 ","79,943,800 ","784,830 ","8,733 ","129,270 ","138,529 ","17,579 ","20,296 ","81,043,037 ","50,076,875 ","1,671,699 "
2024,212130,岐阜県,各務原市,市町村民税,"66,338 ","235,911,071 ","4,011,058 ","44,186 ","1,544,689 ","779,018 ","163,835 ","96,705 ","242,550,562 ","156,203,615 ","7,722,177 "
2024,212130,岐阜県,各務原市,道府県民税,"66,316 ","235,885,096 ","4,011,058 ","44,186 ","1,544,689 ","779,018 ","163,835 ","96,705 ","242,524,587 ","156,198,405 ","5,146,555 "
2024,212148,岐阜県,可児市,市町村民税,"46,355 ","155,811,550 ","1,958,549 ","6,046 ","3,037,571 ","464,563 ","76,332 ","107,453 ","161,462,064 ","102,844,888 ","5,061,212 "
2024,212148,岐阜県,可児市,道府県民税,"46,342 ","155,799,651 ","1,958,549 ","6,046 ","3,037,571 ","464,563 ","76,332 ","107,453 ","161,450,165 ","102,842,876 ","3,373,145 "
2024,212156,岐阜県,山県市,市町村民税,"10,643 ","33,313,262 ","324,256 ","3,368 ","50,361 ","43,750 ","2,489 ","23,828 ","33,761,314 ","20,408,397 ","1,017,656 "
2024,212156,岐阜県,山県市,道府県民税,"10,638 ","33,308,392 ","324,256 ","3,368 ","50,361 ","43,750 ","2,489 ","23,828 ","33,756,444 ","20,407,637 ","678,230 "
2024,212164,岐阜県,瑞穂市,市町村民税,"25,959 ","90,739,802 ","1,582,243 ","8,468 ","254,399 ","332,404 ","68,070 ","112,439 ","93,097,825 ","59,564,488 ","2,917,105 "
2024,212164,岐阜県,瑞穂市,道府県民税,"25,949 ","90,730,315 ","1,582,243 ","8,468 ","254,399 ","332,404 ","68,070 ","112,439 ","93,088,338 ","59,562,643 ","1,944,094 "
2024,212172,岐阜県,飛騨市,市町村民税,"9,792 ","29,553,001 ","185,502 ",0 ,"1,553,080 ","38,137 ","12,375 ","6,007 ","31,348,102 ","19,236,068 ","944,169 "
2024,212172,岐阜県,飛騨市,道府県民税,"9,790 ","29,550,830 ","185,502 ",0 ,"1,553,080 ","38,137 ","12,375 ","6,007 ","31,345,931 ","19,235,812 ","629,220 "
2024,212181,岐阜県,本巣市,市町村民税,"14,344 ","46,922,132 ","523,204 ",0 ,"7,099 ","153,581 ","15,087 ","35,826 ","47,656,929 ","29,147,073 ","1,441,960 "
2024,212181,岐阜県,本巣市,道府県民税,"14,340 ","46,914,884 ","523,204 ",0 ,"7,099 ","153,581 ","15,087 ","35,826 ","47,649,681 ","29,144,782 ","960,934 "
2024,212199,岐阜県,郡上市,市町村民税,"16,173 ","49,402,828 ","379,101 ","3,371 ","128,087 ","56,857 ","16,326 ","31,184 ","50,017,754 ","29,348,111 ","1,474,430 "
2024,212199,岐阜県,郡上市,道府県民税,"16,166 ","49,391,721 ","379,101 ","3,371 ","128,087 ","56,857 ","16,326 ","31,184 ","50,006,647 ","29,345,140 ","982,636 "
2024,212202,岐阜県,下呂市,市町村民税,"12,865 ","38,089,842 ","295,041 ",0 ,"28,371 ","366,497 ","18,913 ","6,842 ","38,805,506 ","23,068,415 ","1,153,418 "
2024,212202,岐阜県,下呂市,道府県民税,"12,854 ","38,076,559 ","295,041 ",0 ,"28,371 ","366,497 ","18,913 ","6,842 ","38,792,223 ","23,066,118 ","768,630 "
2024,212211,岐阜県,海津市,市町村民税,"14,037 ","44,458,460 ","534,572 ","32,791 ","58,398 ","79,032 ","6,112 ","25,496 ","45,194,861 ","27,382,473 ","1,384,598 "
2024,212211,岐阜県,海津市,道府県民税,"14,031 ","44,449,742 ","534,572 ","32,791 ","58,398 ","79,032 ","6,112 ","25,496 ","45,186,143 ","27,380,126 ","922,760 "
2024,213021,岐阜県,岐南町,市町村民税,"12,413 ","44,625,136 ","1,363,239 ","21,775 ","616,367 ","126,383 ","28,471 ","38,112 ","46,819,483 ","30,790,361 ","1,502,136 "
2024,213021,岐阜県,岐南町,道府県民税,"12,411 ","44,623,175 ","1,363,239 ","21,775 ","616,367 ","126,383 ","28,471 ","38,112 ","46,817,522 ","30,789,982 ","1,001,049 "
2024,213039,岐阜県,笠松町,市町村民税,"9,862 ","34,369,183 ","806,806 ",0 ,"716,073 ","414,424 ","35,744 ","18,417 ","36,360,647 ","23,544,557 ","1,137,973 "
2024,213039,岐阜県,笠松町,道府県民税,"9,859 ","34,366,368 ","806,806 ",0 ,"716,073 ","414,424 ","35,744 ","18,417 ","36,357,832 ","23,544,176 ","758,395 "
2024,213411,岐阜県,養老町,市町村民税,"11,543 ","36,276,099 ","443,368 ","31,766 ","38,718 ","59,047 ","7,664 ","4,968 ","36,861,630 ","22,304,302 ","1,127,171 "
2024,213411,岐阜県,養老町,道府県民税,"11,536 ","36,270,577 ","443,368 ","31,766 ","38,718 ","59,047 ","7,664 ","4,968 ","36,856,108 ","22,303,258 ","751,113 "
2024,213616,岐阜県,垂井町,市町村民税,"11,594 ","37,767,077 ","385,763 ","2,722 ","113,480 ","131,786 ","29,783 ","8,708 ","38,439,319 ","23,606,127 ","1,175,368 "
2024,213616,岐阜県,垂井町,道府県民税,"11,593 ","37,765,532 ","385,763 ","2,722 ","113,480 ","131,786 ","29,783 ","8,708 ","38,437,774 ","23,605,193 ","783,287 "
2024,213624,岐阜県,関ケ原町,市町村民税,"2,720 ","8,487,849 ","37,691 ",0 ,"4,016 ","16,992 ","2,795 ","2,110 ","8,551,453 ","5,157,454 ","263,442 "
2024,213624,岐阜県,関ケ原町,道府県民税,"2,718 ","8,485,131 ","37,691 ",0 ,"4,016 ","16,992 ","2,795 ","2,110 ","8,548,735 ","5,157,035 ","175,510 "
2024,213811,岐阜県,神戸町,市町村民税,"8,119 ","26,060,628 ","95,110 ",179 ,"3,087 ","181,079 ","2,948 ","22,474 ","26,365,505 ","16,053,319 ","803,151 "
2024,213811,岐阜県,神戸町,道府県民税,"8,115 ","26,056,679 ","95,110 ",179 ,"3,087 ","181,079 ","2,948 ","22,474 ","26,361,556 ","16,052,511 ","535,226 "
2024,213829,岐阜県,輪之内町,市町村民税,"4,262 ","13,548,482 ","242,990 ",0 ,"36,152 ","158,153 ","16,287 ","2,811 ","14,004,875 ","8,523,542 ","421,624 "
2024,213829,岐阜県,輪之内町,道府県民税,"4,261 ","13,546,625 ","242,990 ",0 ,"36,152 ","158,153 ","16,287 ","2,811 ","14,003,018 ","8,523,260 ","280,989 "
2024,213837,岐阜県,安八町,市町村民税,"6,372 ","20,578,984 ","1,885,322 ","8,184 ","1,262 ","122,158 ","10,925 ","3,773 ","22,610,608 ","14,399,054 ","684,173 "
2024,213837,岐阜県,安八町,道府県民税,"6,369 ","20,575,465 ","1,885,322 ","8,184 ","1,262 ","122,158 ","10,925 ","3,773 ","22,607,089 ","14,398,483 ","455,979 "
2024,214019,岐阜県,揖斐川町,市町村民税,"7,866 ","24,779,751 ","113,624 ",0 ,"42,498 ","23,303 ","4,243 ","10,211 ","24,973,630 ","14,995,731 ","759,441 "
2024,214019,岐阜県,揖斐川町,道府県民税,"7,862 ","24,776,592 ","113,624 ",0 ,"42,498 ","23,303 ","4,243 ","10,211 ","24,970,471 ","14,995,058 ","506,084 "
2024,214035,岐阜県,大野町,市町村民税,"9,516 ","30,739,765 ","209,585 ","3,233 ","38,898 ","76,152 ","7,670 ","9,760 ","31,085,063 ","18,829,629 ","942,750 "
2024,214035,岐阜県,大野町,道府県民税,"9,511 ","30,735,920 ","209,585 ","3,233 ","38,898 ","76,152 ","7,670 ","9,760 ","31,081,218 ","18,828,994 ","628,251 "
2024,214043,岐阜県,池田町,市町村民税,"10,228 ","32,913,324 ","235,542 ","18,238 ","149,075 ","303,030 ","11,536 ","10,215 ","33,640,960 ","20,509,667 ","1,015,118 "
2024,214043,岐阜県,池田町,道府県民税,"10,224 ","32,909,922 ","235,542 ","18,238 ","149,075 ","303,030 ","11,536 ","10,215 ","33,637,558 ","20,509,009 ","676,478 "
2024,214213,岐阜県,北方町,市町村民税,"8,363 ","28,512,819 ","813,168 ","21,190 ","46,547 ","119,884 ","12,154 ","8,310 ","29,534,072 ","18,960,183 ","925,037 "
2024,214213,岐阜県,北方町,道府県民税,"8,360 ","28,510,034 ","813,168 ","21,190 ","46,547 ","119,884 ","12,154 ","8,310 ","29,531,287 ","18,959,802 ","616,472 "
