〔市町村別内訳〕第11表　課税標準額段階別令和６年度分所得割額等に関する調（合計）（所得割納税義務者数・課税対象所得・課税標準額・所得割額）,,,,,,,,,,,,,,,
年度,団体コード,都道府県名,団体名,表側,所得割の納税義務者数,総所得金額等,分離長期譲渡所得金額に係る所得金額,分離短期譲渡所得金額に係る所得金額,一般株式等に係る譲渡所得金額,上場株式等に係る譲渡所得金額,上場株式等に係る配当所得金額,先物取引に係る雑所得金額,課税対象所得,課税標準額,所得割額（税額控除・減免後）
,,,,,,（ア）,（イ）,（ウ）,（エ）,（オ）,（カ）,（キ）,（ア～キの計）,,
,,,,,人,千円,千円,千円,千円,千円,千円,千円,千円,千円,千円
2024,184837,福井県,おおい町,市町村民税,"3,433 ","11,016,717 ","33,537 ","4,343 ",837 ,"39,300 ","4,221 ",642 ,"11,099,597 ","6,775,225 ","341,589 "
2024,184837,福井県,おおい町,道府県民税,"3,433 ","11,016,717 ","33,537 ","4,343 ",837 ,"39,300 ","4,221 ",642 ,"11,099,597 ","6,775,225 ","227,652 "
2024,185019,福井県,若狭町,市町村民税,"5,913 ","17,963,553 ","79,679 ",0 ,"5,056 ","26,289 ","2,972 ",0 ,"18,077,549 ","10,657,538 ","543,565 "
2024,185019,福井県,若狭町,道府県民税,"5,910 ","17,960,347 ","79,679 ",0 ,"5,056 ","26,289 ","2,972 ",0 ,"18,074,343 ","10,657,080 ","362,234 "
2024,192015,山梨県,甲府市,市町村民税,"82,798 ","299,873,701 ","5,540,783 ","71,303 ","2,475,096 ","1,085,580 ","271,273 ","166,339 ","309,484,075 ","205,463,647 ","10,374,566 "
2024,192015,山梨県,甲府市,道府県民税,"82,778 ","299,851,289 ","5,540,783 ","71,303 ","2,475,096 ","1,085,580 ","271,273 ","166,339 ","309,461,663 ","205,459,767 ","6,914,519 "
2024,192023,山梨県,富士吉田市,市町村民税,"21,769 ","74,591,699 ","1,468,439 ","28,604 ","20,980 ","206,150 ","34,676 ","17,434 ","76,367,982 ","49,276,700 ","2,475,219 "
2024,192023,山梨県,富士吉田市,道府県民税,"21,761 ","74,584,724 ","1,468,439 ","28,604 ","20,980 ","206,150 ","34,676 ","17,434 ","76,361,007 ","49,275,534 ","1,649,126 "
2024,192040,山梨県,都留市,市町村民税,"12,592 ","40,205,291 ","569,371 ","1,704 ","4,091 ","36,894 ","1,007,018 ","4,520 ","41,828,889 ","26,098,387 ","1,288,297 "
2024,192040,山梨県,都留市,道府県民税,"12,585 ","40,196,389 ","569,371 ","1,704 ","4,091 ","36,894 ","1,007,018 ","4,520 ","41,819,987 ","26,096,908 ","858,613 "
2024,192058,山梨県,山梨市,市町村民税,"14,543 ","46,538,853 ","436,686 ","3,366 ","11,427 ","81,048 ","16,276 ","29,008 ","47,116,664 ","29,131,358 ","1,475,792 "
2024,192058,山梨県,山梨市,道府県民税,"14,541 ","46,534,823 ","436,686 ","3,366 ","11,427 ","81,048 ","16,276 ","29,008 ","47,112,634 ","29,130,739 ","983,573 "
2024,192066,山梨県,大月市,市町村民税,"9,371 ","28,773,917 ","294,250 ","1,980 ","30,929 ","89,080 ","10,341 ","24,624 ","29,225,121 ","17,693,156 ","901,595 "
2024,192066,山梨県,大月市,道府県民税,"9,368 ","28,769,726 ","294,250 ","1,980 ","30,929 ","89,080 ","10,341 ","24,624 ","29,220,930 ","17,692,325 ","600,865 "
2024,192074,山梨県,韮崎市,市町村民税,"12,890 ","42,797,148 ","775,363 ","6,732 ","725,898 ","53,862 ","15,626 ","4,750 ","44,379,379 ","28,541,484 ","1,441,375 "
2024,192074,山梨県,韮崎市,道府県民税,"12,885 ","42,792,333 ","775,363 ","6,732 ","725,898 ","53,862 ","15,626 ","4,750 ","44,374,564 ","28,540,624 ","959,965 "
2024,192082,山梨県,南アルプス市,市町村民税,"32,739 ","105,073,593 ","1,559,588 ","7,644 ","320,620 ","124,682 ","9,171 ","19,612 ","107,114,910 ","66,378,932 ","3,324,297 "
2024,192082,山梨県,南アルプス市,道府県民税,"32,729 ","105,062,059 ","1,559,588 ","7,644 ","320,620 ","124,682 ","9,171 ","19,612 ","107,103,376 ","66,376,767 ","2,215,596 "
2024,192091,山梨県,北杜市,市町村民税,"18,922 ","59,726,341 ","2,811,481 ","22,403 ","385,636 ","670,158 ","404,701 ","81,774 ","64,102,494 ","41,600,278 ","2,032,640 "
2024,192091,山梨県,北杜市,道府県民税,"18,915 ","59,718,800 ","2,811,481 ","22,403 ","385,636 ","670,158 ","404,701 ","81,774 ","64,094,953 ","41,599,024 ","1,354,617 "
2024,192104,山梨県,甲斐市,市町村民税,"35,836 ","123,880,998 ","1,949,104 ","19,303 ","366,875 ","290,583 ","45,990 ","47,073 ","126,599,926 ","82,022,665 ","4,121,022 "
2024,192104,山梨県,甲斐市,道府県民税,"35,819 ","123,865,388 ","1,949,104 ","19,303 ","366,875 ","290,583 ","45,990 ","47,073 ","126,584,316 ","82,019,631 ","2,746,399 "
2024,192112,山梨県,笛吹市,市町村民税,"30,493 ","97,145,209 ","2,403,286 ","18,295 ","112,896 ","134,906 ","31,749 ","12,874 ","99,859,215 ","62,702,343 ","3,158,146 "
2024,192112,山梨県,笛吹市,道府県民税,"30,481 ","97,133,263 ","2,403,286 ","18,295 ","112,896 ","134,906 ","31,749 ","12,874 ","99,847,269 ","62,699,453 ","2,104,892 "
2024,192121,山梨県,上野原市,市町村民税,"9,768 ","31,020,066 ","457,207 ","11,074 ","99,638 ","78,675 ","11,376 ","7,998 ","31,686,034 ","19,491,413 ","993,372 "
2024,192121,山梨県,上野原市,道府県民税,"9,762 ","31,011,264 ","457,207 ","11,074 ","99,638 ","78,675 ","11,376 ","7,998 ","31,677,232 ","19,490,051 ","662,018 "
2024,192139,山梨県,甲州市,市町村民税,"12,655 ","41,288,907 ","679,398 ","1,963 ","28,631 ","250,941 ","85,650 ","16,128 ","42,351,618 ","26,677,387 ","1,351,702 "
2024,192139,山梨県,甲州市,道府県民税,"12,651 ","41,284,000 ","679,398 ","1,963 ","28,631 ","250,941 ","85,650 ","16,128 ","42,346,711 ","26,676,504 ","900,655 "
2024,192147,山梨県,中央市,市町村民税,"14,589 ","49,718,610 ","711,353 ","13,158 ","120,842 ","86,010 ","22,059 ","38,401 ","50,710,433 ","32,591,133 ","1,642,670 "
2024,192147,山梨県,中央市,道府県民税,"14,582 ","49,713,364 ","711,353 ","13,158 ","120,842 ","86,010 ","22,059 ","38,401 ","50,705,187 ","32,590,244 ","1,094,838 "
2024,193461,山梨県,市川三郷町,市町村民税,"6,031 ","18,013,072 ","201,619 ",0 ,"10,795 ","49,304 ","7,421 ","14,766 ","18,296,977 ","10,940,402 ","546,835 "
2024,193461,山梨県,市川三郷町,道府県民税,"6,030 ","18,011,303 ","201,619 ",0 ,"10,795 ","49,304 ","7,421 ","14,766 ","18,295,208 ","10,940,075 ","364,484 "
2024,193640,山梨県,早川町,市町村民税,394 ,"1,214,511 ",0 ,0 ,0 ,14 ,0 ,0 ,"1,214,525 ","742,598 ","40,076 "
2024,193640,山梨県,早川町,道府県民税,394 ,"1,214,511 ",0 ,0 ,0 ,14 ,0 ,0 ,"1,214,525 ","742,598 ","26,711 "
2024,193658,山梨県,身延町,市町村民税,"4,070 ","11,372,145 ","56,037 ","1,267 ","200,253 ","15,178 ","2,510 ","4,959 ","11,652,349 ","6,832,128 ","347,451 "
2024,193658,山梨県,身延町,道府県民税,"4,068 ","11,368,538 ","56,037 ","1,267 ","200,253 ","15,178 ","2,510 ","4,959 ","11,648,742 ","6,831,424 ","231,555 "
2024,193666,山梨県,南部町,市町村民税,"2,984 ","8,502,911 ","67,341 ",0 ,"5,000 ","4,391 ","1,590 ","1,229 ","8,582,462 ","4,943,381 ","252,687 "
2024,193666,山梨県,南部町,道府県民税,"2,983 ","8,499,864 ","67,341 ",0 ,"5,000 ","4,391 ","1,590 ","1,229 ","8,579,415 ","4,942,829 ","168,414 "
2024,193682,山梨県,富士川町,市町村民税,"6,179 ","19,231,672 ","100,386 ",0 ,1 ,"89,369 ","7,544 ","5,872 ","19,434,844 ","11,870,268 ","603,323 "
2024,193682,山梨県,富士川町,道府県民税,"6,178 ","19,230,361 ","100,386 ",0 ,1 ,"89,369 ","7,544 ","5,872 ","19,433,533 ","11,869,876 ","402,053 "
2024,193844,山梨県,昭和町,市町村民税,"10,399 ","39,839,127 ","1,113,223 ","3,052 ","25,445 ","139,563 ","14,869 ","13,130 ","41,148,409 ","27,890,005 ","1,402,045 "
2024,193844,山梨県,昭和町,道府県民税,"10,393 ","39,828,753 ","1,113,223 ","3,052 ","25,445 ","139,562 ","14,869 ","13,130 ","41,138,034 ","27,886,907 ","934,462 "
2024,194221,山梨県,道志村,市町村民税,711 ,"2,369,473 ","17,127 ","3,625 ",0 ,126 ,0 ,0 ,"2,390,351 ","1,528,171 ","81,177 "
2024,194221,山梨県,道志村,道府県民税,711 ,"2,369,473 ","17,127 ","3,625 ",0 ,126 ,0 ,0 ,"2,390,351 ","1,528,171 ","54,105 "
2024,194239,山梨県,西桂町,市町村民税,"1,806 ","5,506,537 ","40,090 ","7,613 ",0 ,"22,613 ","1,707 ",0 ,"5,578,560 ","3,305,464 ","167,051 "
2024,194239,山梨県,西桂町,道府県民税,"1,804 ","5,504,452 ","40,090 ","7,613 ",0 ,"22,613 ","1,707 ",0 ,"5,576,475 ","3,305,080 ","111,338 "
2024,194247,山梨県,忍野村,市町村民税,"4,914 ","27,410,475 ","342,247 ","4,779 ","3,233 ","111,863 ","15,258 ","20,721 ","27,908,576 ","20,978,277 ","1,064,020 "
2024,194247,山梨県,忍野村,道府県民税,"4,914 ","27,410,476 ","342,247 ","4,779 ","3,233 ","111,863 ","15,258 ","20,721 ","27,908,577 ","20,978,277 ","709,259 "
2024,194255,山梨県,山中湖村,市町村民税,"2,680 ","9,308,467 ","4,274,693 ","32,895 ",199 ,"108,837 ","33,230 ","9,960 ","13,768,281 ","10,524,034 ","447,250 "
2024,194255,山梨県,山中湖村,道府県民税,"2,679 ","9,306,460 ","4,274,693 ","32,895 ",199 ,"108,837 ","33,230 ","9,960 ","13,766,274 ","10,523,782 ","298,107 "
2024,194298,山梨県,鳴沢村,市町村民税,"1,312 ","4,547,775 ","209,285 ",0 ,0 ,"5,323 ","1,148 ","4,623 ","4,768,154 ","3,131,272 ","157,442 "
2024,194298,山梨県,鳴沢村,道府県民税,"1,312 ","4,547,775 ","209,285 ",0 ,0 ,"5,323 ","1,148 ","4,623 ","4,768,154 ","3,131,272 ","104,936 "
2024,194301,山梨県,富士河口湖町,市町村民税,"12,682 ","45,909,747 ","1,807,703 ","5,726 ","16,157 ","124,577 ","17,633 ","9,067 ","47,890,610 ","31,962,050 ","1,592,820 "
2024,194301,山梨県,富士河口湖町,道府県民税,"12,678 ","45,906,255 ","1,807,703 ","5,726 ","16,157 ","124,577 ","17,633 ","9,067 ","47,887,118 ","31,961,417 ","1,061,479 "
2024,194425,山梨県,小菅村,市町村民税,249 ,"793,742 ","7,449 ",0 ,0 ,"1,515 ",0 ,0 ,"802,706 ","489,157 ","25,834 "
2024,194425,山梨県,小菅村,道府県民税,249 ,"793,742 ","7,449 ",0 ,0 ,"1,515 ",0 ,0 ,"802,706 ","489,157 ","17,219 "
2024,194433,山梨県,丹波山村,市町村民税,208 ,"577,411 ","5,062 ",0 ,0 ,"14,296 ",0 ,0 ,"596,769 ","356,343 ","18,120 "
2024,194433,山梨県,丹波山村,道府県民税,208 ,"577,411 ","5,062 ",0 ,0 ,"14,296 ",0 ,0 ,"596,769 ","356,343 ","12,075 "
2024,202011,長野県,長野市,市町村民税,"168,799 ","589,885,628 ","8,140,120 ","119,681 ","2,231,861 ","1,554,698 ","338,521 ","528,728 ","602,799,237 ","388,356,639 ","19,741,554 "
2024,202011,長野県,長野市,道府県民税,"168,737 ","589,836,911 ","8,140,120 ","119,680 ","2,231,860 ","1,554,698 ","338,521 ","528,728 ","602,750,518 ","388,347,467 ","13,156,518 "
2024,202029,長野県,松本市,市町村民税,"109,315 ","395,161,869 ","6,168,843 ","113,544 ","1,893,307 ","1,621,884 ","274,663 ","154,954 ","405,389,064 ","266,286,336 ","13,474,595 "
2024,202029,長野県,松本市,道府県民税,"109,279 ","395,119,568 ","6,168,843 ","113,544 ","1,893,307 ","1,621,208 ","274,663 ","154,954 ","405,346,087 ","266,275,756 ","8,980,153 "
2024,202037,長野県,上田市,市町村民税,"68,587 ","225,754,423 ","2,619,975 ","41,005 ","406,045 ","515,054 ","86,241 ","87,879 ","229,510,622 ","144,320,263 ","7,318,931 "
2024,202037,長野県,上田市,道府県民税,"68,563 ","225,732,787 ","2,619,975 ","41,005 ","406,045 ","515,054 ","86,241 ","86,825 ","229,487,932 ","144,315,922 ","4,877,433 "
2024,202045,長野県,岡谷市,市町村民税,"22,202 ","73,924,279 ","893,890 ","1,261 ","94,760 ","163,445 ","52,450 ","25,997 ","75,156,082 ","47,820,042 ","2,452,084 "
2024,202045,長野県,岡谷市,道府県民税,"22,185 ","73,907,564 ","893,890 ","1,261 ","94,760 ","163,084 ","52,388 ","25,997 ","75,138,944 ","47,816,560 ","1,633,965 "
2024,202053,長野県,飯田市,市町村民税,"44,320 ","141,087,876 ","2,044,753 ","9,684 ","2,489,130 ","366,457 ","48,889 ","37,303 ","146,084,092 ","92,068,246 ","4,607,558 "
2024,202053,長野県,飯田市,道府県民税,"44,299 ","141,065,193 ","2,044,753 ","9,684 ","2,489,130 ","361,130 ","48,889 ","37,303 ","146,056,082 ","92,057,945 ","3,071,053 "
2024,202061,長野県,諏訪市,市町村民税,"23,065 ","81,096,579 ","1,434,136 ","13,171 ","266,836 ","151,008 ","42,013 ","27,911 ","83,031,654 ","54,683,331 ","2,794,886 "
2024,202061,長野県,諏訪市,道府県民税,"23,052 ","81,084,570 ","1,434,136 ","13,171 ","266,836 ","151,008 ","42,013 ","27,911 ","83,019,645 ","54,680,955 ","1,862,323 "
2024,202070,長野県,須坂市,市町村民税,"22,434 ","71,800,598 ","979,540 ",992 ,"70,941 ","143,231 ","15,958 ","20,986 ","73,032,246 ","45,499,854 ","2,294,074 "
2024,202070,長野県,須坂市,道府県民税,"22,437 ","71,791,725 ","979,540 ",992 ,"70,941 ","143,231 ","15,958 ","20,986 ","73,023,373 ","45,498,403 ","1,528,885 "
2024,202088,長野県,小諸市,市町村民税,"18,331 ","56,193,144 ","869,108 ","7,460 ","88,259 ","191,069 ","13,311 ","27,620 ","57,389,971 ","35,505,684 ","1,788,944 "
2024,202088,長野県,小諸市,道府県民税,"18,324 ","56,184,532 ","869,108 ","7,460 ","88,259 ","191,069 ","13,311 ","27,620 ","57,381,359 ","35,503,407 ","1,192,199 "
2024,202096,長野県,伊那市,市町村民税,"30,339 ","98,661,477 ","945,216 ","11,792 ","75,208 ","135,985 ","20,458 ","78,282 ","99,928,418 ","62,381,506 ","3,188,332 "
2024,202096,長野県,伊那市,道府県民税,"30,327 ","98,647,930 ","945,216 ","11,792 ","75,208 ","135,985 ","20,458 ","78,282 ","99,914,871 ","62,379,222 ","2,124,823 "
2024,202100,長野県,駒ヶ根市,市町村民税,"14,835 ","48,114,551 ","598,226 ","37,957 ","292,759 ","155,166 ","12,495 ","127,244 ","49,338,398 ","30,896,495 ","1,565,683 "
2024,202100,長野県,駒ヶ根市,道府県民税,"14,829 ","48,107,251 ","598,226 ","37,957 ","292,759 ","155,166 ","12,495 ","127,244 ","49,331,098 ","30,895,383 ","1,043,339 "
2024,202118,長野県,中野市,市町村民税,"18,911 ","60,033,591 ","824,720 ","9,667 ","1,641 ","167,083 ","16,092 ","13,111 ","61,065,905 ","38,216,511 ","1,951,887 "
2024,202118,長野県,中野市,道府県民税,"18,903 ","60,028,107 ","824,720 ","9,667 ","1,641 ","167,083 ","16,092 ","13,111 ","61,060,421 ","38,215,489 ","1,300,844 "
2024,202126,長野県,大町市,市町村民税,"10,967 ","32,551,639 ","495,543 ","6,133 ","219,569 ","48,380 ","11,437 ","5,365 ","33,338,066 ","20,155,474 ","1,021,413 "
2024,202126,長野県,大町市,道府県民税,"10,962 ","32,546,568 ","495,543 ","6,133 ","219,569 ","48,380 ","11,437 ","5,365 ","33,332,995 ","20,154,483 ","680,691 "
2024,202134,長野県,飯山市,市町村民税,"7,724 ","22,037,448 ","423,229 ",254 ,"1,397,524 ","12,867 ","8,239 ","110,955 ","23,990,516 ","14,711,344 ","706,982 "
2024,202134,長野県,飯山市,道府県民税,"7,716 ","22,029,704 ","423,229 ",254 ,"1,397,524 ","12,867 ","8,239 ","110,955 ","23,982,772 ","14,709,838 ","471,104 "
2024,202142,長野県,茅野市,市町村民税,"25,177 ","82,934,444 ","1,273,710 ","31,288 ","1,239,438 ","173,087 ","41,215 ","115,851 ","85,809,033 ","54,855,209 ","2,743,210 "
2024,202142,長野県,茅野市,道府県民税,"25,166 ","82,923,753 ","1,273,710 ","31,288 ","1,239,438 ","173,087 ","41,215 ","115,851 ","85,798,342 ","54,853,594 ","1,827,877 "
2024,202151,長野県,塩尻市,市町村民税,"31,115 ","104,467,970 ","2,028,063 ","1,565 ","800,694 ","315,749 ","52,924 ","45,584 ","107,712,549 ","68,912,813 ","3,464,136 "
2024,202151,長野県,塩尻市,道府県民税,"31,103 ","104,453,078 ","2,028,063 ","1,565 ","800,694 ","315,749 ","52,924 ","45,584 ","107,697,657 ","68,910,271 ","2,308,767 "
2024,202177,長野県,佐久市,市町村民税,"43,444 ","143,436,661 ","3,232,797 ","47,099 ","294,966 ","714,314 ","73,875 ","54,919 ","147,854,631 ","93,806,719 ","4,712,561 "
2024,202177,長野県,佐久市,道府県民税,"43,431 ","143,425,699 ","3,232,797 ","47,099 ","294,966 ","714,314 ","73,875 ","54,919 ","147,843,669 ","93,804,771 ","3,140,700 "
2024,202185,長野県,千曲市,市町村民税,"26,434 ","83,095,420 ","1,224,868 ","17,652 ","621,505 ","150,829 ","20,464 ","36,926 ","85,167,664 ","52,136,238 ","2,606,848 "
2024,202185,長野県,千曲市,道府県民税,"26,430 ","83,092,904 ","1,224,868 ","17,652 ","621,505 ","150,829 ","20,464 ","36,926 ","85,165,148 ","52,135,730 ","1,737,326 "
2024,202193,長野県,東御市,市町村民税,"13,021 ","40,963,570 ","373,720 ","1,292 ","5,313 ","83,288 ","26,864 ","4,343 ","41,458,390 ","25,407,876 ","1,283,641 "
2024,202193,長野県,東御市,道府県民税,"13,012 ","40,952,096 ","373,720 ","1,292 ","5,313 ","83,288 ","26,864 ","4,343 ","41,446,916 ","25,405,908 ","855,438 "
2024,202207,長野県,安曇野市,市町村民税,"43,554 ","140,201,201 ","2,430,034 ","78,119 ","351,557 ","255,701 ","61,626 ","41,923 ","143,420,161 ","89,414,397 ","4,477,119 "
2024,202207,長野県,安曇野市,道府県民税,"43,525 ","140,168,923 ","2,430,034 ","78,119 ","351,557 ","255,701 ","61,626 ","41,923 ","143,387,883 ","89,406,138 ","2,983,551 "
2024,203033,長野県,小海町,市町村民税,"1,836 ","5,520,526 ","24,077 ",0 ,878 ,"1,182 ",294 ,"1,731 ","5,548,688 ","3,345,784 ","174,046 "
2024,203033,長野県,小海町,道府県民税,"1,835 ","5,517,206 ","24,077 ",0 ,878 ,"1,182 ",294 ,"1,731 ","5,545,368 ","3,345,147 ","115,985 "
2024,203041,長野県,川上村,市町村民税,"1,864 ","6,406,626 ","72,315 ",0 ,0 ,108 ,196 ,"1,449 ","6,480,694 ","4,294,564 ","230,932 "
2024,203041,長野県,川上村,道府県民税,"1,863 ","6,405,827 ","72,315 ",0 ,0 ,108 ,196 ,"1,449 ","6,479,895 ","4,294,437 ","153,910 "
2024,203050,長野県,南牧村,市町村民税,"1,388 ","4,396,974 ","111,953 ",191 ,"3,572 ","6,990 ","2,109 ",0 ,"4,521,789 ","2,914,535 ","150,208 "
2024,203050,長野県,南牧村,道府県民税,"1,388 ","4,396,974 ","111,953 ",191 ,"3,572 ","6,990 ","2,109 ",0 ,"4,521,789 ","2,914,535 ","100,104 "
2024,203068,長野県,南相木村,市町村民税,342 ,"973,527 ","40,743 ",0 ,0 ,92 ,18 ,0 ,"1,014,380 ","606,212 ","30,889 "
2024,203068,長野県,南相木村,道府県民税,342 ,"973,527 ","40,743 ",0 ,0 ,92 ,18 ,0 ,"1,014,380 ","606,212 ","20,587 "
2024,203076,長野県,北相木村,市町村民税,229 ,"758,306 ","3,467 ",0 ,0 ,0 ,0 ,0 ,"761,773 ","474,497 ","25,218 "
2024,203076,長野県,北相木村,道府県民税,229 ,"758,306 ","3,467 ",0 ,0 ,0 ,0 ,0 ,"761,773 ","474,497 ","16,807 "
2024,203092,長野県,佐久穂町,市町村民税,"4,112 ","12,667,825 ","85,009 ",0 ,"1,039 ","7,860 ",472 ,"11,244 ","12,773,449 ","7,625,665 ","389,045 "
2024,203092,長野県,佐久穂町,道府県民税,"4,110 ","12,666,565 ","85,009 ",0 ,"1,039 ","7,860 ",472 ,"11,244 ","12,772,189 ","7,625,411 ","259,224 "
2024,203211,長野県,軽井沢町,市町村民税,"9,791 ","47,279,364 ","6,112,504 ","296,883 ","500,541 ","1,257,467 ","137,722 ","68,987 ","55,653,468 ","43,236,236 ","2,071,417 "
2024,203211,長野県,軽井沢町,道府県民税,"9,788 ","47,276,385 ","6,112,504 ","296,883 ","500,541 ","1,257,467 ","137,722 ","68,987 ","55,650,489 ","43,235,730 ","1,379,732 "
2024,203238,長野県,御代田町,市町村民税,"7,799 ","25,803,821 ","1,142,150 ","58,691 ","347,053 ","89,401 ","16,206 ","2,922 ","27,460,244 ","17,943,518 ","886,478 "
2024,203238,長野県,御代田町,道府県民税,"7,796 ","25,801,137 ","1,142,150 ","58,691 ","347,053 ","89,401 ","16,206 ","2,922 ","27,457,560 ","17,942,972 ","590,739 "
2024,203246,長野県,立科町,市町村民税,"2,731 ","8,055,190 ","53,144 ",0 ,541 ,"5,136 ",564 ,0 ,"8,114,575 ","4,767,184 ","241,655 "
2024,203246,長野県,立科町,道府県民税,"2,731 ","8,053,124 ","53,144 ",0 ,541 ,"5,136 ",564 ,0 ,"8,112,509 ","4,766,892 ","161,289 "
2024,203491,長野県,青木村,市町村民税,"1,628 ","5,605,673 ","124,488 ","3,761 ",0 ,"8,645 ","1,493 ","1,236 ","5,745,296 ","3,692,338 ","191,803 "
2024,203491,長野県,青木村,道府県民税,"1,627 ","5,604,232 ","124,488 ","3,761 ",0 ,"8,645 ","1,493 ","1,236 ","5,743,855 ","3,691,952 ","127,849 "
2024,203505,長野県,長和町,市町村民税,"2,086 ","6,118,451 ","73,988 ",86 ,"6,857 ","15,264 ","1,754 ",0 ,"6,216,400 ","3,646,520 ","183,866 "
2024,203505,長野県,長和町,道府県民税,"2,086 ","6,118,451 ","73,988 ",86 ,"6,857 ","15,264 ","1,754 ",0 ,"6,216,400 ","3,646,520 ","122,539 "
2024,203611,長野県,下諏訪町,市町村民税,"8,412 ","28,016,734 ","349,480 ","4,249 ","2,979 ","86,750 ","19,514 ","44,370 ","28,524,076 ","18,219,584 ","931,480 "
2024,203611,長野県,下諏訪町,道府県民税,"8,406 ","28,012,570 ","349,480 ","4,249 ","2,979 ","86,750 ","19,514 ","44,370 ","28,519,912 ","18,218,672 ","620,758 "
2024,203629,長野県,富士見町,市町村民税,"6,341 ","20,089,423 ","329,867 ","2,874 ","1,320 ","64,219 ","10,892 ","12,091 ","20,510,686 ","12,821,337 ","650,580 "
2024,203629,長野県,富士見町,道府県民税,"6,335 ","20,084,092 ","329,867 ","2,874 ","1,320 ","64,219 ","10,892 ","12,091 ","20,505,355 ","12,820,450 ","433,578 "
2024,203637,長野県,原村,市町村民税,"3,489 ","11,740,877 ","463,100 ","17,219 ","281,341 ","87,736 ","58,938 ","23,410 ","12,672,621 ","8,445,182 ","410,795 "
2024,203637,長野県,原村,道府県民税,"3,487 ","11,738,936 ","463,100 ","17,219 ","281,341 ","87,736 ","58,938 ","23,410 ","12,670,680 ","8,444,778 ","273,733 "
2024,203823,長野県,辰野町,市町村民税,"8,214 ","25,463,513 ","190,997 ","4,446 ","76,680 ","49,916 ","7,191 ","1,497 ","25,794,240 ","15,798,890 ","810,230 "
2024,203823,長野県,辰野町,道府県民税,"8,210 ","25,458,471 ","190,997 ","4,446 ","76,680 ","49,916 ","7,191 ","1,497 ","25,789,198 ","15,797,957 ","539,954 "
2024,203831,長野県,箕輪町,市町村民税,"11,687 ","37,892,531 ","479,398 ",0 ,"40,396 ","97,186 ","20,775 ","24,582 ","38,554,868 ","23,958,401 ","1,211,625 "
2024,203831,長野県,箕輪町,道府県民税,"11,685 ","37,890,351 ","479,398 ",0 ,"40,396 ","97,186 ","20,775 ","24,582 ","38,552,688 ","23,957,982 ","807,450 "
2024,203840,長野県,飯島町,市町村民税,"3,880 ","11,459,785 ","171,242 ","7,028 ",0 ,"23,166 ","4,134 ",394 ,"11,665,749 ","6,874,004 ","346,415 "
2024,203840,長野県,飯島町,道府県民税,"3,878 ","11,457,393 ","171,242 ","7,028 ",0 ,"23,166 ","4,134 ",394 ,"11,663,357 ","6,873,484 ","230,863 "
2024,203858,長野県,南箕輪村,市町村民税,"7,711 ","25,187,735 ","148,557 ","3,797 ","5,700 ","34,099 ","1,531 ","20,024 ","25,401,443 ","15,739,869 ","792,775 "
2024,203858,長野県,南箕輪村,道府県民税,"7,707 ","25,185,033 ","148,557 ","3,797 ","5,700 ","34,099 ","1,531 ","20,024 ","25,398,741 ","15,739,361 ","528,372 "
2024,203866,長野県,中川村,市町村民税,"1,979 ","5,715,974 ","10,296 ",0 ,"40,497 ","7,742 ","2,055 ","3,938 ","5,780,502 ","3,337,646 ","168,742 "
2024,203866,長野県,中川村,道府県民税,"1,978 ","5,715,382 ","10,296 ",0 ,"40,497 ","7,742 ","2,055 ","3,938 ","5,779,910 ","3,337,519 ","112,451 "
2024,203882,長野県,宮田村,市町村民税,"4,083 ","13,551,229 ","84,630 ",0 ,"24,628 ","48,179 ",432 ,0 ,"13,709,098 ","8,487,581 ","434,293 "
2024,203882,長野県,宮田村,道府県民税,"4,082 ","13,550,672 ","84,630 ",0 ,"24,628 ","48,179 ",432 ,0 ,"13,708,541 ","8,487,454 ","289,422 "
2024,204021,長野県,松川町,市町村民税,"5,482 ","16,690,652 ","62,827 ","1,614 ","89,860 ","5,879 ","5,104 ","1,536 ","16,857,472 ","10,087,824 ","510,388 "
2024,204021,長野県,松川町,道府県民税,"5,478 ","16,686,799 ","62,827 ","1,614 ","89,860 ","5,879 ","5,104 ","1,536 ","16,853,619 ","10,087,166 ","340,114 "
2024,204030,長野県,高森町,市町村民税,"5,745 ","17,989,711 ","222,370 ","5,218 ","158,440 ","69,303 ","3,444 ","1,584 ","18,450,070 ","11,281,026 ","564,929 "
2024,204030,長野県,高森町,道府県民税,"5,742 ","17,984,652 ","222,370 ","5,218 ","158,440 ","69,303 ","3,444 ","1,584 ","18,445,011 ","11,279,393 ","376,452 "
2024,204048,長野県,阿南町,市町村民税,"1,549 ","4,279,953 ","115,223 ",0 ,"143,633 ","1,972 ",876 ,"5,683 ","4,547,340 ","2,670,029 ","130,760 "
2024,204048,長野県,阿南町,道府県民税,"1,548 ","4,278,743 ","115,223 ",0 ,"143,633 ","1,972 ",876 ,"5,683 ","4,546,130 ","2,669,777 ","87,136 "
2024,204072,長野県,阿智村,市町村民税,"2,469 ","6,991,624 ","86,174 ",0 ,"10,918 ","16,785 ","1,995 ","27,570 ","7,135,066 ","4,146,594 ","204,809 "
2024,204072,長野県,阿智村,道府県民税,"2,468 ","6,988,195 ","86,174 ",0 ,"10,918 ","16,785 ","1,995 ","27,570 ","7,131,637 ","4,144,791 ","136,479 "
